#PeakID	Chr	Start	End	Strand
91580	groupXXI	4389367	4389767	+
91581	groupXXI	4398926	4399326	+
91582	groupXXI	4407636	4408036	+
91583	groupXXI	4408211	4408611	+
91584	groupXXI	4410407	4410807	+
91585	groupXXI	4430289	4430689	+
91586	groupXXI	4431229	4431629	+
91587	groupXXI	4433092	4433492	+
91588	groupXXI	4442221	4442621	+
91589	groupXXI	4456153	4456553	+
91590	groupXXI	4457580	4457980	+
91591	groupXXI	4459574	4459974	+
91592	groupXXI	4465806	4466206	+
91593	groupXXI	4473124	4473524	+
91594	groupXXI	4475870	4476270	+
91595	groupXXI	4495267	4495667	+
91596	groupXXI	4501950	4502350	+
91597	groupXXI	4503135	4503535	+
91598	groupXXI	4508026	4508426	+
91599	groupXXI	4510071	4510471	+
91600	groupXXI	4521130	4521530	+
91601	groupXXI	4535026	4535426	+
91602	groupXXI	4545685	4546085	+
91603	groupXXI	4547055	4547455	+
91604	groupXXI	4549221	4549621	+
91605	groupXXI	4550826	4551226	+
91606	groupXXI	4569001	4569401	+
91607	groupXXI	4570507	4570907	+
91608	groupXXI	4574165	4574565	+
91609	groupXXI	4575019	4575419	+
91610	groupXXI	4578436	4578836	+
91611	groupXXI	4581992	4582392	+
91612	groupXXI	4583045	4583445	+
91613	groupXXI	4588357	4588757	+
91614	groupXXI	4590408	4590808	+
91615	groupXXI	4592479	4592879	+
91616	groupXXI	4596129	4596529	+
91617	groupXXI	4601893	4602293	+
91618	groupXXI	4605782	4606182	+
91619	groupXXI	4611233	4611633	+
91620	groupXXI	4614388	4614788	+
91621	groupXXI	4622224	4622624	+
91622	groupXXI	4626058	4626458	+
91623	groupXXI	4631237	4631637	+
91624	groupXXI	4635478	4635878	+
91625	groupXXI	4639771	4640171	+
91626	groupXXI	4641276	4641676	+
91627	groupXXI	4647221	4647621	+
91628	groupXXI	4648842	4649242	+
91629	groupXXI	4651886	4652286	+
91630	groupXXI	4654027	4654427	+
91631	groupXXI	4655236	4655636	+
91632	groupXXI	4661592	4661992	+
91633	groupXXI	4668623	4669023	+
91634	groupXXI	4671000	4671400	+
91635	groupXXI	4676272	4676672	+
91636	groupXXI	4677220	4677620	+
91637	groupXXI	4682820	4683220	+
91638	groupXXI	4686361	4686761	+
91639	groupXXI	4690486	4690886	+
91640	groupXXI	4691253	4691653	+
91641	groupXXI	4694226	4694626	+
91642	groupXXI	4696175	4696575	+
91643	groupXXI	4698584	4698984	+
91644	groupXXI	4701988	4702388	+
91645	groupXXI	4707831	4708231	+
91646	groupXXI	4709262	4709662	+
91647	groupXXI	4711040	4711440	+
91648	groupXXI	4713118	4713518	+
91649	groupXXI	4714016	4714416	+
91650	groupXXI	4715194	4715594	+
91651	groupXXI	4717706	4718106	+
91652	groupXXI	4730224	4730624	+
91653	groupXXI	4732078	4732478	+
91654	groupXXI	4733690	4734090	+
91655	groupXXI	4735447	4735847	+
91656	groupXXI	4738611	4739011	+
91657	groupXXI	4767430	4767830	+
91658	groupXXI	4772901	4773301	+
91659	groupXXI	4780911	4781311	+
91660	groupXXI	4795137	4795537	+
91661	groupXXI	4808399	4808799	+
91662	groupXXI	4820685	4821085	+
91663	groupXXI	4824298	4824698	+
91664	groupXXI	4831875	4832275	+
91665	groupXXI	4834564	4834964	+
91666	groupXXI	4838084	4838484	+
91667	groupXXI	4855493	4855893	+
91668	groupXXI	4894717	4895117	+
91669	groupXXI	4896001	4896401	+
91670	groupXXI	4896438	4896838	+
91671	groupXXI	4898014	4898414	+
91672	groupXXI	4900119	4900519	+
91673	groupXXI	4901007	4901407	+
91674	groupXXI	4902302	4902702	+
91675	groupXXI	4903570	4903970	+
91676	groupXXI	4919500	4919900	+
91677	groupXXI	4922802	4923202	+
91678	groupXXI	4932709	4933109	+
91679	groupXXI	4934384	4934784	+
91680	groupXXI	4935852	4936252	+
91681	groupXXI	4936462	4936862	+
91682	groupXXI	4945925	4946325	+
91683	groupXXI	4952862	4953262	+
91684	groupXXI	4954275	4954675	+
91685	groupXXI	4959292	4959692	+
91686	groupXXI	4961019	4961419	+
91687	groupXXI	4975193	4975593	+
91688	groupXXI	4975765	4976165	+
91689	groupXXI	4983715	4984115	+
91690	groupXXI	4987747	4988147	+
91691	groupXXI	4989277	4989677	+
91692	groupXXI	4990431	4990831	+
91693	groupXXI	4991248	4991648	+
91694	groupXXI	4991737	4992137	+
91695	groupXXI	4995256	4995656	+
91696	groupXXI	5015579	5015979	+
91697	groupXXI	5018608	5019008	+
91698	groupXXI	5051785	5052185	+
91699	groupXXI	5052193	5052593	+
91700	groupXXI	5052647	5053047	+
91701	groupXXI	5080429	5080829	+
91702	groupXXI	5084964	5085364	+
91703	groupXXI	5086314	5086714	+
91704	groupXXI	5112799	5113199	+
91705	groupXXI	5113248	5113648	+
91706	groupXXI	5113730	5114130	+
91707	groupXXI	5114735	5115135	+
91708	groupXXI	5121016	5121416	+
91709	groupXXI	5126016	5126416	+
91710	groupXXI	5126798	5127198	+
91711	groupXXI	5132072	5132786	+
91712	groupXXI	5139848	5140248	+
91713	groupXXI	5143401	5143801	+
91714	groupXXI	5144133	5144533	+
91715	groupXXI	5144937	5145337	+
91716	groupXXI	5148786	5149186	+
91717	groupXXI	5150370	5150770	+
91718	groupXXI	5163068	5163468	+
91719	groupXXI	5168741	5169506	+
91720	groupXXI	5171734	5172134	+
91721	groupXXI	5174121	5174521	+
91722	groupXXI	5179473	5179873	+
91723	groupXXI	5181088	5181819	+
91724	groupXXI	5184615	5185015	+
91725	groupXXI	5188972	5189372	+
91726	groupXXI	5189644	5190044	+
91727	groupXXI	5191229	5191629	+
91728	groupXXI	5192947	5193347	+
91729	groupXXI	5195132	5195532	+
91730	groupXXI	5195981	5196381	+
91731	groupXXI	5197650	5198050	+
91732	groupXXI	5198231	5198631	+
91733	groupXXI	5200105	5200505	+
91734	groupXXI	5207108	5207508	+
91735	groupXXI	5209308	5209708	+
91736	groupXXI	5235132	5235532	+
91737	groupXXI	5243381	5243781	+
91738	groupXXI	5246294	5246694	+
91739	groupXXI	5283379	5283779	+
91740	groupXXI	5284700	5285100	+
91741	groupXXI	5305458	5305858	+
91742	groupXXI	5307345	5307745	+
91743	groupXXI	5310953	5311353	+
91744	groupXXI	5322307	5322707	+
91745	groupXXI	5322982	5323382	+
91746	groupXXI	5326056	5326456	+
91747	groupXXI	5331039	5331439	+
91748	groupXXI	5332183	5332583	+
91749	groupXXI	5333152	5333552	+
91750	groupXXI	5334390	5334790	+
91751	groupXXI	5350353	5350753	+
91752	groupXXI	5352345	5352745	+
91753	groupXXI	5355207	5355607	+
91754	groupXXI	5365321	5366044	+
91755	groupXXI	5366760	5367160	+
91756	groupXXI	5370723	5371123	+
91757	groupXXI	5391592	5391992	+
91758	groupXXI	5397073	5397473	+
91759	groupXXI	5407327	5407727	+
91760	groupXXI	5408102	5408502	+
91761	groupXXI	5421654	5422054	+
91762	groupXXI	5424033	5424433	+
91763	groupXXI	5448683	5449083	+
91764	groupXXI	5451167	5451567	+
91765	groupXXI	5459207	5459607	+
91766	groupXXI	5493979	5494379	+
91767	groupXXI	5494769	5495169	+
91768	groupXXI	5509418	5509818	+
91769	groupXXI	5511929	5512329	+
91770	groupXXI	5527136	5527536	+
91771	groupXXI	5541355	5541755	+
91772	groupXXI	5543730	5544130	+
91773	groupXXI	5548328	5548728	+
91774	groupXXI	5550075	5550475	+
91775	groupXXI	5550613	5551013	+
91776	groupXXI	5552771	5553171	+
91777	groupXXI	5553854	5554254	+
91778	groupXXI	5555208	5555608	+
91779	groupXXI	5556495	5556895	+
91780	groupXXI	5558817	5559217	+
91781	groupXXI	5559346	5559746	+
91782	groupXXI	5564416	5564816	+
91783	groupXXI	5565269	5565669	+
91784	groupXXI	5573323	5573723	+
91785	groupXXI	5576698	5577098	+
91786	groupXXI	5577451	5577851	+
91787	groupXXI	5578349	5578749	+
91788	groupXXI	5579277	5579677	+
91789	groupXXI	5579787	5580187	+
91790	groupXXI	5580344	5580744	+
91791	groupXXI	5582556	5582956	+
91792	groupXXI	5586750	5587150	+
91793	groupXXI	5587651	5588051	+
91794	groupXXI	5588480	5588880	+
91795	groupXXI	5590257	5590657	+
91796	groupXXI	5590923	5591323	+
91797	groupXXI	5592365	5592765	+
91798	groupXXI	5592945	5593345	+
91799	groupXXI	5593769	5594169	+
91800	groupXXI	5598334	5598734	+
91801	groupXXI	5600863	5601263	+
91802	groupXXI	5601353	5601753	+
91803	groupXXI	5602557	5602957	+
91804	groupXXI	5602993	5603393	+
91805	groupXXI	5608902	5609302	+
91806	groupXXI	5612140	5612540	+
91807	groupXXI	5614868	5615268	+
91808	groupXXI	5615313	5615713	+
91809	groupXXI	5625927	5626327	+
91810	groupXXI	5630686	5631086	+
91811	groupXXI	5635127	5635527	+
91812	groupXXI	5636347	5636747	+
91813	groupXXI	5645919	5646319	+
91814	groupXXI	5650021	5650421	+
91815	groupXXI	5653740	5654140	+
91816	groupXXI	5654356	5654756	+
91817	groupXXI	5655083	5655483	+
91818	groupXXI	5657171	5657571	+
91819	groupXXI	5659252	5659652	+
91820	groupXXI	5660120	5660520	+
91821	groupXXI	5661392	5661792	+
91822	groupXXI	5662413	5662813	+
91823	groupXXI	5663369	5663769	+
91824	groupXXI	5664410	5664810	+
91825	groupXXI	5666975	5667375	+
91826	groupXXI	5667996	5668396	+
91827	groupXXI	5671236	5671636	+
91828	groupXXI	5688959	5689359	+
91829	groupXXI	5691303	5691703	+
91830	groupXXI	5693609	5694009	+
91831	groupXXI	5694383	5694783	+
91832	groupXXI	5695501	5695901	+
91833	groupXXI	5696058	5696458	+
91834	groupXXI	5696463	5696863	+
91835	groupXXI	5699249	5699649	+
91836	groupXXI	5701796	5702196	+
91837	groupXXI	5703136	5703536	+
91838	groupXXI	5710717	5711117	+
91839	groupXXI	5711625	5712025	+
91840	groupXXI	5729598	5729998	+
91841	groupXXI	5732173	5732573	+
91842	groupXXI	5733564	5733964	+
91843	groupXXI	5735103	5735503	+
91844	groupXXI	5736038	5736438	+
91845	groupXXI	5740394	5740794	+
91846	groupXXI	5741294	5741694	+
91847	groupXXI	5742718	5743118	+
91848	groupXXI	5744069	5744469	+
91849	groupXXI	5744872	5745272	+
91850	groupXXI	5745953	5746353	+
91851	groupXXI	5747653	5748053	+
91852	groupXXI	5748287	5748687	+
91853	groupXXI	5748801	5749201	+
91854	groupXXI	5750174	5750574	+
91855	groupXXI	5758931	5759331	+
91856	groupXXI	5764771	5765171	+
91857	groupXXI	5771263	5771663	+
91858	groupXXI	5777713	5778113	+
91859	groupXXI	5778312	5778712	+
91860	groupXXI	5779013	5779413	+
91861	groupXXI	5783302	5783702	+
91862	groupXXI	5788760	5789160	+
91863	groupXXI	5791817	5792530	+
91864	groupXXI	5794479	5794879	+
91865	groupXXI	5795604	5796004	+
91866	groupXXI	5797747	5798147	+
91867	groupXXI	5813049	5813449	+
91868	groupXXI	5814616	5815016	+
91869	groupXXI	5820871	5821271	+
91870	groupXXI	5827678	5828078	+
91871	groupXXI	5828885	5829285	+
91872	groupXXI	5830846	5831246	+
91873	groupXXI	5835840	5836240	+
91874	groupXXI	5836543	5836943	+
91875	groupXXI	5840086	5840486	+
91876	groupXXI	5842036	5842436	+
91877	groupXXI	5843063	5843463	+
91878	groupXXI	5844505	5844905	+
91879	groupXXI	5848930	5849330	+
91880	groupXXI	5859961	5860361	+
91881	groupXXI	5860540	5860940	+
91882	groupXXI	5862919	5863319	+
91883	groupXXI	5875515	5875915	+
91884	groupXXI	5876893	5877293	+
91885	groupXXI	5878992	5879392	+
91886	groupXXI	5883075	5883475	+
91887	groupXXI	5886084	5886484	+
91888	groupXXI	5888243	5888643	+
91889	groupXXI	5889907	5890307	+
91890	groupXXI	5892229	5892629	+
91891	groupXXI	5892817	5893217	+
91892	groupXXI	5894164	5894564	+
91893	groupXXI	5896375	5896775	+
91894	groupXXI	5896973	5897373	+
91895	groupXXI	5906427	5906827	+
91896	groupXXI	5908416	5908816	+
91897	groupXXI	5909552	5909952	+
91898	groupXXI	5910612	5911012	+
91899	groupXXI	5936780	5937180	+
91900	groupXXI	5955505	5955905	+
91901	groupXXI	5964939	5965339	+
91902	groupXXI	5967696	5968096	+
91903	groupXXI	5968731	5969131	+
91904	groupXXI	5975069	5975469	+
91905	groupXXI	5975979	5976379	+
91906	groupXXI	5979224	5979624	+
91907	groupXXI	5988752	5989152	+
91908	groupXXI	5992140	5992540	+
91909	groupXXI	5994872	5995272	+
91910	groupXXI	5995365	5995765	+
91911	groupXXI	5996041	5996441	+
91912	groupXXI	5997282	5998015	+
91913	groupXXI	5998802	5999202	+
91914	groupXXI	6008866	6009266	+
91915	groupXXI	6010017	6010417	+
91916	groupXXI	6011248	6011648	+
91917	groupXXI	6012024	6012424	+
91918	groupXXI	6013729	6014129	+
91919	groupXXI	6015203	6015603	+
91920	groupXXI	6017607	6018007	+
91921	groupXXI	6019734	6020134	+
91922	groupXXI	6021972	6022372	+
91923	groupXXI	6022506	6022906	+
91924	groupXXI	6022960	6023360	+
91925	groupXXI	6027204	6027604	+
91926	groupXXI	6054955	6055355	+
91927	groupXXI	6071262	6071662	+
91928	groupXXI	6072574	6072974	+
91929	groupXXI	6075420	6075820	+
91930	groupXXI	6075898	6076298	+
91931	groupXXI	6084677	6085077	+
91932	groupXXI	6097040	6097440	+
91933	groupXXI	6098750	6099150	+
91934	groupXXI	6103800	6104200	+
91935	groupXXI	6120023	6120423	+
91936	groupXXI	6122078	6122478	+
91937	groupXXI	6123471	6123871	+
91938	groupXXI	6124512	6124912	+
91939	groupXXI	6129798	6130198	+
91940	groupXXI	6130862	6131262	+
91941	groupXXI	6144527	6144927	+
91942	groupXXI	6145251	6145651	+
91943	groupXXI	6156821	6157221	+
91944	groupXXI	6157972	6158372	+
91945	groupXXI	6158801	6159201	+
91946	groupXXI	6159886	6160286	+
91947	groupXXI	6160644	6161044	+
91948	groupXXI	6162952	6163352	+
91949	groupXXI	6173749	6174149	+
91950	groupXXI	6177015	6177415	+
91951	groupXXI	6182706	6183106	+
91952	groupXXI	6184407	6184807	+
91953	groupXXI	6185157	6185557	+
91954	groupXXI	6190441	6190841	+
91955	groupXXI	6194057	6194457	+
91956	groupXXI	6196316	6196716	+
91957	groupXXI	6201516	6201916	+
91958	groupXXI	6223071	6223471	+
91959	groupXXI	6223845	6224245	+
91960	groupXXI	6229517	6229917	+
91961	groupXXI	6240619	6241019	+
91962	groupXXI	6250605	6251005	+
91963	groupXXI	6251125	6251525	+
91964	groupXXI	6264320	6264720	+
91965	groupXXI	6281872	6282272	+
91966	groupXXI	6283157	6283557	+
91967	groupXXI	6286688	6287088	+
91968	groupXXI	6287632	6288032	+
91969	groupXXI	6288553	6288953	+
91970	groupXXI	6289643	6290043	+
91971	groupXXI	6309667	6310067	+
91972	groupXXI	6322942	6323342	+
91973	groupXXI	6328094	6328494	+
91974	groupXXI	6346998	6347398	+
91975	groupXXI	6347507	6347907	+
91976	groupXXI	6347922	6348322	+
91977	groupXXI	6360493	6360893	+
91978	groupXXI	6362652	6363052	+
91979	groupXXI	6367361	6367761	+
91980	groupXXI	6392660	6393060	+
91981	groupXXI	6393694	6394094	+
91982	groupXXI	6399217	6399617	+
91983	groupXXI	6400216	6400616	+
91984	groupXXI	6402028	6402428	+
91985	groupXXI	6406579	6406979	+
91986	groupXXI	6410881	6411281	+
91987	groupXXI	6411984	6412384	+
91988	groupXXI	6412719	6413119	+
91989	groupXXI	6413673	6414073	+
91990	groupXXI	6414713	6415113	+
91991	groupXXI	6416964	6417364	+
91992	groupXXI	6421526	6421926	+
91993	groupXXI	6422960	6423360	+
91994	groupXXI	6423457	6423857	+
91995	groupXXI	6423885	6424285	+
91996	groupXXI	6425181	6425581	+
91997	groupXXI	6426678	6427078	+
91998	groupXXI	6429132	6429532	+
91999	groupXXI	6430265	6430665	+
92000	groupXXI	6431029	6431429	+
92001	groupXXI	6431581	6431981	+
92002	groupXXI	6433786	6434186	+
92003	groupXXI	6434836	6435236	+
92004	groupXXI	6435343	6435743	+
92005	groupXXI	6436077	6436477	+
92006	groupXXI	6437581	6437981	+
92007	groupXXI	6440028	6440428	+
92008	groupXXI	6440619	6441019	+
92009	groupXXI	6446726	6447126	+
92010	groupXXI	6447974	6448374	+
92011	groupXXI	6448538	6448938	+
92012	groupXXI	6450621	6451021	+
92013	groupXXI	6452948	6453348	+
92014	groupXXI	6453783	6454183	+
92015	groupXXI	6466890	6467290	+
92016	groupXXI	6470500	6470900	+
92017	groupXXI	6472848	6473248	+
92018	groupXXI	6474154	6474554	+
92019	groupXXI	6476230	6476630	+
92020	groupXXI	6477486	6477886	+
92021	groupXXI	6478533	6478933	+
92022	groupXXI	6498704	6499104	+
92023	groupXXI	6499427	6499827	+
92024	groupXXI	6528984	6529384	+
92025	groupXXI	6532370	6532770	+
92026	groupXXI	6533441	6533841	+
92027	groupXXI	6533878	6534278	+
92028	groupXXI	6534585	6534985	+
92029	groupXXI	6537662	6538062	+
92030	groupXXI	6538627	6539027	+
92031	groupXXI	6540090	6540490	+
92032	groupXXI	6541446	6541846	+
92033	groupXXI	6543069	6543469	+
92034	groupXXI	6545309	6545709	+
92035	groupXXI	6549399	6549799	+
92036	groupXXI	6550075	6550475	+
92037	groupXXI	6551096	6551496	+
92038	groupXXI	6552647	6553047	+
92039	groupXXI	6553566	6553966	+
92040	groupXXI	6554367	6554767	+
92041	groupXXI	6554932	6555332	+
92042	groupXXI	6558346	6558746	+
92043	groupXXI	6563856	6564256	+
92044	groupXXI	6564619	6565019	+
92045	groupXXI	6567186	6567586	+
92046	groupXXI	6568309	6568709	+
92047	groupXXI	6574413	6574813	+
92048	groupXXI	6578489	6578889	+
92049	groupXXI	6580306	6580706	+
92050	groupXXI	6582088	6582488	+
92051	groupXXI	6582721	6583121	+
92052	groupXXI	6583346	6583746	+
92053	groupXXI	6583949	6584349	+
92054	groupXXI	6585482	6585882	+
92055	groupXXI	6591135	6591535	+
92056	groupXXI	6592548	6592948	+
92057	groupXXI	6594174	6594574	+
92058	groupXXI	6597292	6597692	+
92059	groupXXI	6598837	6599237	+
92060	groupXXI	6600342	6600742	+
92061	groupXXI	6605840	6606240	+
92062	groupXXI	6606583	6606983	+
92063	groupXXI	6614315	6614715	+
92064	groupXXI	6619391	6619791	+
92065	groupXXI	6620191	6620591	+
92066	groupXXI	6621529	6621929	+
92067	groupXXI	6624880	6625280	+
92068	groupXXI	6625953	6626353	+
92069	groupXXI	6631616	6632016	+
92070	groupXXI	6632032	6632432	+
92071	groupXXI	6634656	6635056	+
92072	groupXXI	6636896	6637296	+
92073	groupXXI	6644966	6645735	+
92074	groupXXI	6649924	6650324	+
92075	groupXXI	6650748	6651148	+
92076	groupXXI	6652944	6653344	+
92077	groupXXI	6654346	6654746	+
92078	groupXXI	6655554	6655954	+
92079	groupXXI	6656732	6657132	+
92080	groupXXI	6658033	6658433	+
92081	groupXXI	6660174	6660574	+
92082	groupXXI	6661645	6662045	+
92083	groupXXI	6662507	6662907	+
92084	groupXXI	6664433	6664833	+
92085	groupXXI	6667095	6667495	+
92086	groupXXI	6671379	6671779	+
92087	groupXXI	6672352	6672752	+
92088	groupXXI	6673166	6673566	+
92089	groupXXI	6678084	6678484	+
92090	groupXXI	6690687	6691087	+
92091	groupXXI	6691523	6691923	+
92092	groupXXI	6693047	6693447	+
92093	groupXXI	6699890	6700290	+
92094	groupXXI	6715599	6715999	+
92095	groupXXI	6720950	6721350	+
92096	groupXXI	6726804	6727204	+
92097	groupXXI	6733223	6733623	+
92098	groupXXI	6734835	6735235	+
92099	groupXXI	6735668	6736068	+
92100	groupXXI	6743896	6744296	+
92101	groupXXI	6774763	6775163	+
92102	groupXXI	6777523	6777923	+
92103	groupXXI	6779392	6779792	+
92104	groupXXI	6779865	6780265	+
92105	groupXXI	6793815	6794215	+
92106	groupXXI	6821086	6821486	+
92107	groupXXI	6846405	6846805	+
92108	groupXXI	6873632	6874032	+
92109	groupXXI	6876613	6877013	+
92110	groupXXI	6887357	6887757	+
92111	groupXXI	6889790	6890190	+
92112	groupXXI	6890233	6890633	+
92113	groupXXI	6893367	6893767	+
92114	groupXXI	6898485	6898885	+
92115	groupXXI	6900118	6900518	+
92116	groupXXI	6901145	6901545	+
92117	groupXXI	6903478	6903878	+
92118	groupXXI	6904649	6905049	+
92119	groupXXI	6905820	6906220	+
92120	groupXXI	6911409	6911809	+
92121	groupXXI	6913319	6913719	+
92122	groupXXI	6915274	6915674	+
92123	groupXXI	6916520	6916920	+
92124	groupXXI	6921574	6921974	+
92125	groupXXI	6929459	6929859	+
92126	groupXXI	6930047	6930447	+
92127	groupXXI	6932991	6933391	+
92128	groupXXI	6934177	6934577	+
92129	groupXXI	6935145	6935545	+
92130	groupXXI	6935927	6936327	+
92131	groupXXI	6937800	6938200	+
92132	groupXXI	6938243	6938975	+
92133	groupXXI	6942016	6942416	+
92134	groupXXI	6943693	6944093	+
92135	groupXXI	6945066	6945466	+
92136	groupXXI	6947834	6948234	+
92137	groupXXI	6952348	6952748	+
92138	groupXXI	6953538	6953938	+
92139	groupXXI	6953949	6954349	+
92140	groupXXI	6958602	6959002	+
92141	groupXXI	6962637	6963037	+
92142	groupXXI	6978130	6978530	+
92143	groupXXI	6979976	6980376	+
92144	groupXXI	6982295	6982695	+
92145	groupXXI	6982730	6983130	+
92146	groupXXI	6983633	6984033	+
92147	groupXXI	6984530	6984930	+
92148	groupXXI	6985260	6985660	+
92149	groupXXI	6986312	6986712	+
92150	groupXXI	6987240	6987640	+
92151	groupXXI	6987798	6988198	+
92152	groupXXI	6988951	6989351	+
92153	groupXXI	6989874	6990274	+
92154	groupXXI	6990760	6991160	+
92155	groupXXI	6992087	6992487	+
92156	groupXXI	6994278	6994678	+
92157	groupXXI	6996522	6996922	+
92158	groupXXI	6997708	6998108	+
92159	groupXXI	6998313	6998713	+
92160	groupXXI	6999012	6999412	+
92161	groupXXI	6999941	7000341	+
92162	groupXXI	7000725	7001125	+
92163	groupXXI	7001788	7002188	+
92164	groupXXI	7002276	7002676	+
92165	groupXXI	7004906	7005306	+
92166	groupXXI	7005447	7005847	+
92167	groupXXI	7009452	7009852	+
92168	groupXXI	7012350	7012750	+
92169	groupXXI	7013188	7013588	+
92170	groupXXI	7014231	7014631	+
92171	groupXXI	7024458	7024858	+
92172	groupXXI	7032669	7033069	+
92173	groupXXI	7042535	7042935	+
92174	groupXXI	7061736	7062136	+
92175	groupXXI	7063979	7064379	+
92176	groupXXI	7070952	7071352	+
92177	groupXXI	7072311	7072711	+
92178	groupXXI	7076113	7076513	+
92179	groupXXI	7091982	7092382	+
92180	groupXXI	7093017	7093417	+
92181	groupXXI	7093583	7093983	+
92182	groupXXI	7095161	7095561	+
92183	groupXXI	7098859	7099259	+
92184	groupXXI	7118143	7118543	+
92185	groupXXI	7120358	7120758	+
92186	groupXXI	7124391	7124791	+
92187	groupXXI	7131984	7132384	+
92188	groupXXI	7132904	7133304	+
92189	groupXXI	7133744	7134144	+
92190	groupXXI	7137490	7137890	+
92191	groupXXI	7139467	7139867	+
92192	groupXXI	7141590	7141990	+
92193	groupXXI	7146639	7147039	+
92194	groupXXI	7148108	7148508	+
92195	groupXXI	7157035	7157435	+
92196	groupXXI	7158154	7158554	+
92197	groupXXI	7163265	7163665	+
92198	groupXXI	7167850	7168250	+
92199	groupXXI	7173501	7173901	+
92200	groupXXI	7175777	7176177	+
92201	groupXXI	7184466	7184866	+
92202	groupXXI	7188915	7189315	+
92203	groupXXI	7189764	7190164	+
92204	groupXXI	7190556	7190956	+
92205	groupXXI	7193288	7193688	+
92206	groupXXI	7195569	7195969	+
92207	groupXXI	7196205	7196605	+
92208	groupXXI	7196847	7197247	+
92209	groupXXI	7199292	7199692	+
92210	groupXXI	7200077	7200477	+
92211	groupXXI	7202778	7203178	+
92212	groupXXI	7203684	7204084	+
92213	groupXXI	7204636	7205036	+
92214	groupXXI	7220645	7221045	+
92215	groupXXI	7221614	7222014	+
92216	groupXXI	7230003	7230403	+
92217	groupXXI	7231956	7232356	+
92218	groupXXI	7236208	7236608	+
92219	groupXXI	7236744	7237144	+
92220	groupXXI	7238556	7238956	+
92221	groupXXI	7239433	7239833	+
92222	groupXXI	7255065	7255465	+
92223	groupXXI	7257861	7258261	+
92224	groupXXI	7259407	7259807	+
92225	groupXXI	7260986	7261386	+
92226	groupXXI	7264151	7264551	+
92227	groupXXI	7269183	7269583	+
92228	groupXXI	7269820	7270220	+
92229	groupXXI	7272860	7273260	+
92230	groupXXI	7276722	7277122	+
92231	groupXXI	7277901	7278301	+
92232	groupXXI	7278452	7278852	+
92233	groupXXI	7283196	7283596	+
92234	groupXXI	7284768	7285168	+
92235	groupXXI	7285899	7286299	+
92236	groupXXI	7287101	7287501	+
92237	groupXXI	7287998	7288398	+
92238	groupXXI	7288534	7288934	+
92239	groupXXI	7291460	7291860	+
92240	groupXXI	7295301	7295701	+
92241	groupXXI	7309878	7310278	+
92242	groupXXI	7311774	7312174	+
92243	groupXXI	7312477	7312877	+
92244	groupXXI	7313030	7313430	+
92245	groupXXI	7316452	7316852	+
92246	groupXXI	7319094	7319494	+
92247	groupXXI	7320790	7321190	+
92248	groupXXI	7322719	7323119	+
92249	groupXXI	7324123	7324523	+
92250	groupXXI	7329157	7329557	+
92251	groupXXI	7333887	7334287	+
92252	groupXXI	7335169	7335920	+
92253	groupXXI	7336636	7337036	+
92254	groupXXI	7337947	7338347	+
92255	groupXXI	7338692	7339092	+
92256	groupXXI	7339905	7340305	+
92257	groupXXI	7340930	7341330	+
92258	groupXXI	7342251	7342651	+
92259	groupXXI	7343431	7343831	+
92260	groupXXI	7344885	7345285	+
92261	groupXXI	7345530	7345930	+
92262	groupXXI	7346384	7346784	+
92263	groupXXI	7348960	7349360	+
92264	groupXXI	7349855	7350255	+
92265	groupXXI	7354968	7355368	+
92266	groupXXI	7360013	7360413	+
92267	groupXXI	7360758	7361158	+
92268	groupXXI	7361742	7362142	+
92269	groupXXI	7362397	7362797	+
92270	groupXXI	7364148	7364548	+
92271	groupXXI	7364848	7365248	+
92272	groupXXI	7368886	7369286	+
92273	groupXXI	7369920	7370320	+
92274	groupXXI	7380050	7380450	+
92275	groupXXI	7383226	7383626	+
92276	groupXXI	7401016	7401416	+
92277	groupXXI	7410609	7411009	+
92278	groupXXI	7413592	7413992	+
92279	groupXXI	7417215	7417615	+
92280	groupXXI	7423449	7423849	+
92281	groupXXI	7424810	7425210	+
92282	groupXXI	7425805	7426205	+
92283	groupXXI	7426351	7426751	+
92284	groupXXI	7430423	7430823	+
92285	groupXXI	7431547	7431947	+
92286	groupXXI	7432123	7432523	+
92287	groupXXI	7434324	7434724	+
92288	groupXXI	7436428	7436828	+
92289	groupXXI	7438360	7438760	+
92290	groupXXI	7439483	7439883	+
92291	groupXXI	7440972	7441372	+
92292	groupXXI	7442433	7442833	+
92293	groupXXI	7445524	7445924	+
92294	groupXXI	7452984	7453384	+
92295	groupXXI	7456043	7456443	+
92296	groupXXI	7456705	7457105	+
92297	groupXXI	7457986	7458386	+
92298	groupXXI	7458847	7459247	+
92299	groupXXI	7461073	7461473	+
92300	groupXXI	7463148	7463548	+
92301	groupXXI	7464734	7465134	+
92302	groupXXI	7469385	7469785	+
92303	groupXXI	7471138	7471538	+
92304	groupXXI	7473959	7474359	+
92305	groupXXI	7475819	7476219	+
92306	groupXXI	7478309	7478709	+
92307	groupXXI	7478934	7479334	+
92308	groupXXI	7479467	7479867	+
92309	groupXXI	7480708	7481108	+
92310	groupXXI	7481877	7482277	+
92311	groupXXI	7482975	7483375	+
92312	groupXXI	7484438	7484838	+
92313	groupXXI	7484990	7485390	+
92314	groupXXI	7488079	7488479	+
